track_id,name,album_id,media_type_id,genre_id,composer,milliseconds,bytes,unit_price
715,Gatas Extraordinárias,56,1,7,,18:00:00,7095702,0.99
716,Brasil,56,1,7,,19:00:00,7911683,0.99
717,Eu Sou Neguinha (Ao Vivo),56,1,7,,20:00:00,8376000,0.99
718,Geração Coca-Cola (Ao Vivo),56,1,7,,21:00:00,7573301,0.99
719,Lanterna Dos Afogados,56,1,7,,22:00:00,6714582,0.99
720,Coroné Antonio Bento,56,1,7,,23:00:00,6713066,0.99
721,"Você Passa, Eu Acho Graça (Ao Vivo)",56,1,7,,00:00:00,6943576,0.99
722,Meu Mundo Fica Completo (Com Você),56,1,7,,01:00:00,8322240,0.99
723,1° De Julho,56,1,7,,02:00:00,9017535,0.99
724,Música Urbana 2,56,1,7,,03:00:00,6383472,0.99
725,Vida Bandida (Ao Vivo),56,1,7,,04:00:00,6360785,0.99
726,Palavras Ao Vento,56,1,7,,05:00:00,7048676,0.99
727,Não Sei O Que Eu Quero Da Vida,56,1,7,,06:00:00,5024963,0.99
728,Woman Is The Nigger Of The World (Ao Vivo),56,1,7,,07:00:00,9724145,0.99
729,Juventude Transviada (Ao Vivo),56,1,7,,08:00:00,9183808,0.99
730,Malandragem,57,1,7,,09:00:00,8165048,0.99
731,O Segundo Sol,57,1,7,,10:00:00,8335629,0.99
732,Smells Like Teen Spirit (Ao Vivo),57,1,7,,11:00:00,10384506,0.99
733,E.C.T.,57,1,7,,12:00:00,7571834,0.99
734,Todo Amor Que Houver Nesta Vida,57,1,7,,13:00:00,7420347,0.99
735,Metrô. Linha 743,57,1,7,,14:00:00,5837495,0.99
736,Nós (Ao Vivo),57,1,7,,15:00:00,6498661,0.99
737,Na Cadência Do Samba,57,1,7,,16:00:00,6483952,0.99
738,Admirável Gado Novo,57,1,7,,17:00:00,9144031,0.99
739,Eleanor Rigby,57,1,7,,18:00:00,6303205,0.99
740,Socorro,57,1,7,,19:00:00,8549393,0.99
741,Blues Da Piedade,57,1,7,,20:00:00,8472964,0.99
742,Rubens,57,1,7,,21:00:00,7026317,0.99
743,Não Deixe O Samba Morrer - Cassia Eller e Alcione,57,1,7,,22:00:00,8936345,0.99
744,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),57,1,7,,23:00:00,6195854,0.99
745,Comin' Home,58,1,1,Bolin/Coverdale/Paice,00:00:00,7644604,0.99
746,Lady Luck,58,1,1,Cook/Coverdale,01:00:00,5501379,0.99
747,Gettin' Tighter,58,1,1,Bolin/Hughes,02:00:00,7176909,0.99
748,Dealer,58,1,1,Bolin/Coverdale,03:00:00,7591066,0.99
749,I Need Love,58,1,1,Bolin/Coverdale,04:00:00,8701064,0.99
750,Drifter,58,1,1,Bolin/Coverdale,05:00:00,8001505,0.99
751,Love Child,58,1,1,Bolin/Coverdale,06:00:00,6173806,0.99
752,This Time Around / Owed to 'G' [instrumental],58,1,1,Bolin/Hughes/Lord,07:00:00,11995679,0.99
753,You Keep On Moving,58,1,1,Coverdale/Hughes,08:00:00,10447868,0.99
754,Speed King,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",09:00:00,8587578,0.99
755,Bloodsucker,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",10:00:00,8344405,0.99
756,Child In Time,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",11:00:00,20230089,0.99
757,Flight Of The Rat,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",12:00:00,15563967,0.99
758,Into The Fire,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",13:00:00,6849310,0.99
759,Living Wreck,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",14:00:00,8993056,0.99
760,Hard Lovin' Man,59,1,1,"Blackmore, Gillan, Glover, Lord, Paice",15:00:00,13931179,0.99
761,Fireball,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",16:00:00,6714807,0.99
762,No No No,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",17:00:00,13646606,0.99
763,Strange Kind Of Woman,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",18:00:00,8072036,0.99
764,Anyone's Daughter,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",19:00:00,9354480,0.99
765,The Mule,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",20:00:00,10638390,0.99
766,Fools,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",21:00:00,16279366,0.99
767,No One Came,60,1,1,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",22:00:00,12643813,0.99
768,Knocking At Your Back Door,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover",23:00:00,13779332,0.99
769,Bad Attitude,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",00:00:00,10035180,0.99
770,Child In Time (Son Of Aleric - Instrumental),61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",01:00:00,19712753,0.99
771,Nobody's Home,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",02:00:00,7929493,0.99
772,Black Night,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",03:00:00,12058906,0.99
773,Perfect Strangers,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover",04:00:00,10445353,0.99
774,The Unwritten Law,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",05:00:00,9740361,0.99
775,Call Of The Wild,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",06:00:00,9575295,0.99
776,Hush,61,1,1,South,07:00:00,6944928,0.99
777,Smoke On The Water,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",08:00:00,15180849,0.99
778,Space Trucking,61,1,1,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",09:00:00,11122183,0.99
779,Highway Star,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,10:00:00,12012452,0.99
780,Maybe I'm A Leo,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,11:00:00,9502646,0.99
781,Pictures Of Home,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,12:00:00,9903835,0.99
782,Never Before,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,13:00:00,7832790,0.99
783,Smoke On The Water,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,14:00:00,11246496,0.99
784,Lazy,62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,15:00:00,14397671,0.99
785,Space Truckin',62,1,1,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,16:00:00,8981030,0.99
786,Vavoom : Ted The Mechanic,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",17:00:00,8510755,0.99
787,Loosen My Strings,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",18:00:00,11702232,0.99
788,Soon Forgotten,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",19:00:00,9401383,0.99
789,Sometimes I Feel Like Screaming,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",20:00:00,14789410,0.99
790,Cascades : I'm Not Your Lover,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",21:00:00,9209693,0.99
791,The Aviator,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",22:00:00,10532053,0.99
792,Rosa's Cantina,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",23:00:00,10323804,0.99
793,A Castle Full Of Rascals,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",00:00:00,10159566,0.99
794,A Touch Away,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",01:00:00,9098561,0.99
795,Hey Cisco,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",02:00:00,11600029,0.99
796,Somebody Stole My Guitar,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",03:00:00,8180421,0.99
797,The Purpendicular Waltz,63,1,1,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",04:00:00,9299131,0.99
798,King Of Dreams,64,1,1,"Blackmore, Glover, Turner",05:00:00,10733847,0.99
799,The Cut Runs Deep,64,1,1,"Blackmore, Glover, Turner, Lord, Paice",06:00:00,11191650,0.99
800,Fire In The Basement,64,1,1,"Blackmore, Glover, Turner, Lord, Paice",07:00:00,9267550,0.99
801,Truth Hurts,64,1,1,"Blackmore, Glover, Turner",08:00:00,10224612,0.99
802,Breakfast In Bed,64,1,1,"Blackmore, Glover, Turner",09:00:00,10323804,0.99
803,Love Conquers All,64,1,1,"Blackmore, Glover, Turner",10:00:00,7328516,0.99
804,Fortuneteller,64,1,1,"Blackmore, Glover, Turner, Lord, Paice",11:00:00,11369671,0.99
805,Too Much Is Not Enough,64,1,1,"Turner, Held, Greenwood",12:00:00,8382800,0.99
806,Wicked Ways,64,1,1,"Blackmore, Glover, Turner, Lord, Paice",13:00:00,12826582,0.99
807,Stormbringer,65,1,1,D.Coverdale/R.Blackmore/Ritchie Blackmore,14:00:00,8044864,0.99
808,Love Don't Mean a Thing,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,15:00:00,8675026,0.99
809,Holy Man,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/J.Lord/John Lord,16:00:00,8818093,0.99
810,Hold On,65,1,1,D.Coverdal/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord,17:00:00,10022428,0.99
811,Lady Double Dealer,65,1,1,D.Coverdale/R.Blackmore/Ritchie Blackmore,18:00:00,6554330,0.99
812,You Can't Do it Right (With the One You Love),65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/R.Blackmore/Ritchie Blackmore,19:00:00,6709579,0.99
813,High Ball Shooter,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,20:00:00,8772471,0.99
814,The Gypsy,65,1,1,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,21:00:00,7946614,0.99
815,Soldier Of Fortune,65,1,1,D.Coverdale/R.Blackmore/Ritchie Blackmore,22:00:00,6315321,0.99
816,The Battle Rages On,66,1,1,ian paice/jon lord,23:00:00,11626228,0.99
817,Lick It Up,66,1,1,roger glover,00:00:00,7792604,0.99
818,Anya,66,1,1,jon lord/roger glover,01:00:00,12754921,0.99
819,Talk About Love,66,1,1,roger glover,02:00:00,8072171,0.99
820,Time To Kill,66,1,1,roger glover,03:00:00,11354742,0.99
821,Ramshackle Man,66,1,1,roger glover,04:00:00,10874679,0.99
822,A Twist In The Tail,66,1,1,roger glover,05:00:00,8413103,0.99
823,Nasty Piece Of Work,66,1,1,jon lord/roger glover,06:00:00,9076997,0.99
824,Solitaire,66,1,1,roger glover,07:00:00,9157021,0.99
825,One Man's Meat,66,1,1,roger glover,08:00:00,9068960,0.99
826,Pour Some Sugar On Me,67,1,1,,09:00:00,9518842,0.99
827,Photograph,67,1,1,,10:00:00,8108507,0.99
828,Love Bites,67,1,1,,11:00:00,11305791,0.99
829,Let's Get Rocked,67,1,1,,12:00:00,9724150,0.99
830,Two Steps Behind [Acoustic Version],67,1,1,,13:00:00,8523388,0.99
831,Animal,67,1,1,,14:00:00,7985133,0.99
832,Heaven Is,67,1,1,,15:00:00,6988128,0.99
833,Rocket,67,1,1,,16:00:00,8092463,0.99
834,When Love & Hate Collide,67,1,1,,17:00:00,8364633,0.99
835,Action,67,1,1,,18:00:00,7130830,0.99
836,Make Love Like A Man,67,1,1,,19:00:00,8309725,0.99
837,Armageddon It,67,1,1,,20:00:00,10522352,0.99
838,Have You Ever Needed Someone So Bad,67,1,1,,21:00:00,10400020,0.99
839,Rock Of Ages,67,1,1,,22:00:00,8150318,0.99
840,Hysteria,67,1,1,,23:00:00,11622738,0.99
841,Bringin' On The Heartbreak,67,1,1,,00:00:00,8853324,0.99
842,Roll Call,68,1,2,Jim Beard,01:00:00,10653494,0.99
843,Otay,68,1,2,"John Scofield, Robert Aries, Milton Chambers and Gary Grainger",02:00:00,14176083,0.99
844,Groovus Interruptus,68,1,2,Jim Beard,03:00:00,10602166,0.99
845,Paris On Mine,68,1,2,Jon Herington,04:00:00,12059507,0.99
846,In Time,68,1,2,Sylvester Stewart,05:00:00,12287103,0.99
847,Plan B,68,1,2,"Dean Brown, Dennis Chambers & Jim Beard",06:00:00,9032315,0.99
848,Outbreak,68,1,2,Jim Beard & Jon Herington,07:00:00,21685807,0.99
849,"Baltimore, DC",68,1,2,John Scofield,08:00:00,11394473,0.99
850,Talkin Loud and Saying Nothin,68,1,2,James Brown & Bobby Byrd,09:00:00,11994859,0.99
851,Pétala,69,1,7,,10:00:00,8856165,0.99
852,Meu Bem-Querer,69,1,7,,11:00:00,8330047,0.99
853,Cigano,69,1,7,,12:00:00,10037362,0.99
854,Boa Noite,69,1,7,,13:00:00,11283582,0.99
855,Fato Consumado,69,1,7,,14:00:00,7018586,0.99
856,Faltando Um Pedaço,69,1,7,,15:00:00,8788760,0.99
857,Álibi,69,1,7,,16:00:00,6928434,0.99
858,Esquinas,69,1,7,,17:00:00,9096726,0.99
859,Se...,69,1,7,,18:00:00,9413777,0.99
860,Eu Te Devoro,69,1,7,,19:00:00,10312775,0.99
861,Lilás,69,1,7,,20:00:00,9049542,0.99
862,Acelerou,69,1,7,,21:00:00,9396942,0.99
863,Um Amor Puro,69,1,7,,22:00:00,10687311,0.99
864,Samurai,70,1,7,Djavan,23:00:00,10872787,0.99
865,Nem Um Dia,70,1,7,Djavan,00:00:00,11181446,0.99
866,Oceano,70,1,7,Djavan,01:00:00,7026441,0.99
867,Açai,70,1,7,Djavan,02:00:00,8893682,0.99
868,Serrado,70,1,7,Djavan,03:00:00,9842240,0.99
869,Flor De Lis,70,1,7,Djavan,04:00:00,7801108,0.99
870,Amar É Tudo,70,1,7,Djavan,05:00:00,7073899,0.99
871,Azul,70,1,7,Djavan,06:00:00,8381029,0.99
872,Seduzir,70,1,7,Djavan,07:00:00,9163253,0.99
873,A Carta,70,1,7,"Djavan - Gabriel, O Pensador",08:00:00,11493463,0.99
874,Sina,70,1,7,Djavan,09:00:00,8906539,0.99
875,Acelerou,70,1,7,Djavan,10:00:00,9391439,0.99
876,Um Amor Puro,70,1,7,Djavan,11:00:00,10664698,0.99
877,O Bêbado e a Equilibrista,71,1,7,,12:00:00,7306143,0.99
878,O Mestre-Sala dos Mares,71,1,7,,13:00:00,6180414,0.99
879,Atrás da Porta,71,1,7,,14:00:00,5432518,0.99
880,"Dois Pra Lá, Dois Pra Cá",71,1,7,,15:00:00,8684639,0.99
881,Casa no Campo,71,1,7,,16:00:00,5531841,0.99
882,Romaria,71,1,7,,17:00:00,7968525,0.99
883,"Alô, Alô, Marciano",71,1,7,,18:00:00,8137254,0.99
884,Me Deixas Louca,71,1,7,,19:00:00,6888030,0.99
885,Fascinação,71,1,7,,20:00:00,5793959,0.99
886,Saudosa Maloca,71,1,7,,21:00:00,9059416,0.99
887,As Aparências Enganam,71,1,7,,22:00:00,8014346,0.99
888,Madalena,71,1,7,,23:00:00,5243721,0.99
889,Maria Rosa,71,1,7,,00:00:00,7592504,0.99
890,Aprendendo A Jogar,71,1,7,,01:00:00,9391041,0.99
891,Layla,72,1,6,Clapton/Gordon,02:00:00,14115792,0.99
892,Badge,72,1,6,Clapton/Harrison,03:00:00,5322942,0.99
893,I Feel Free,72,1,6,Bruce/Clapton,04:00:00,5725684,0.99
894,Sunshine Of Your Love,72,1,6,Bruce/Clapton,05:00:00,8225889,0.99
895,Crossroads,72,1,6,Clapton/Robert Johnson Arr: Eric Clapton,06:00:00,8273540,0.99
896,Strange Brew,72,1,6,Clapton/Collins/Pappalardi,07:00:00,5489787,0.99
897,White Room,72,1,6,Bruce/Clapton,08:00:00,9872606,0.99
898,Bell Bottom Blues,72,1,6,Clapton,09:00:00,9946681,0.99
899,Cocaine,72,1,6,Cale/Clapton,10:00:00,7138399,0.99
900,I Shot The Sheriff,72,1,6,Marley,11:00:00,8738973,0.99
901,After Midnight,72,1,6,Clapton/J. J. Cale,12:00:00,6460941,0.99
902,Swing Low Sweet Chariot,72,1,6,Clapton/Trad. Arr. Clapton,13:00:00,6896288,0.99
903,Lay Down Sally,72,1,6,Clapton/Levy,14:00:00,7774207,0.99
904,Knockin On Heavens Door,72,1,6,Clapton/Dylan,15:00:00,8758819,0.99
905,Wonderful Tonight,72,1,6,Clapton,16:00:00,7326923,0.99
906,Let It Grow,72,1,6,Clapton,17:00:00,9742568,0.99
907,Promises,72,1,6,Clapton/F.eldman/Linn,18:00:00,6006154,0.99
908,I Can't Stand It,72,1,6,Clapton,19:00:00,8271980,0.99
909,Signe,73,1,6,Eric Clapton,20:00:00,6475042,0.99
910,Before You Accuse Me,73,1,6,Eugene McDaniel,21:00:00,7456807,0.99
911,Hey Hey,73,1,6,Big Bill Broonzy,22:00:00,6543487,0.99
912,Tears In Heaven,73,1,6,"Eric Clapton, Will Jennings",23:00:00,9032835,0.99
913,Lonely Stranger,73,1,6,Eric Clapton,00:00:00,10894406,0.99
914,Nobody Knows You When You're Down & Out,73,1,6,Jimmy Cox,01:00:00,7669922,0.99
915,Layla,73,1,6,"Eric Clapton, Jim Gordon",02:00:00,9490542,0.99
916,Running On Faith,73,1,6,Jerry Lynn Williams,03:00:00,12536275,0.99
917,Walkin' Blues,73,1,6,Robert Johnson,04:00:00,7435192,0.99
918,Alberta,73,1,6,Traditional,05:00:00,7412975,0.99
919,San Francisco Bay Blues,73,1,6,Jesse Fuller,06:00:00,6724021,0.99
920,Malted Milk,73,1,6,Robert Johnson,07:00:00,7096781,0.99
921,Old Love,73,1,6,"Eric Clapton, Robert Cray",08:00:00,15780747,0.99
922,Rollin' And Tumblin',73,1,6,McKinley Morgenfield (Muddy Waters),09:00:00,8407355,0.99
923,Collision,74,1,4,Jon Hudson/Mike Patton,10:00:00,6656596,0.99
924,Stripsearch,74,1,4,Jon Hudson/Mike Bordin/Mike Patton,11:00:00,8861119,0.99
925,Last Cup Of Sorrow,74,1,4,Bill Gould/Mike Patton,12:00:00,8221247,0.99
926,Naked In Front Of The Computer,74,1,4,Mike Patton,13:00:00,4225077,0.99
927,Helpless,74,1,4,Bill Gould/Mike Bordin/Mike Patton,14:00:00,10753135,0.99
928,Mouth To Mouth,74,1,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,15:00:00,7505887,0.99
929,Ashes To Ashes,74,1,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,16:00:00,7093746,0.99
930,She Loves Me Not,74,1,4,Bill Gould/Mike Bordin/Mike Patton,17:00:00,6887544,0.99
931,Got That Feeling,74,1,4,Mike Patton,18:00:00,4643227,0.99
932,Paths Of Glory,74,1,4,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,19:00:00,8436300,0.99
933,Home Sick Home,74,1,4,Mike Patton,20:00:00,3898976,0.99
934,Pristina,74,1,4,Bill Gould/Mike Patton,21:00:00,7497361,0.99
935,Land Of Sunshine,75,1,4,,22:00:00,7353567,0.99
936,Caffeine,75,1,4,,23:00:00,8747367,0.99
937,Midlife Crisis,75,1,4,,00:00:00,8628841,0.99
938,RV,75,1,4,,01:00:00,7288162,0.99
939,Smaller And Smaller,75,1,4,,02:00:00,10180103,0.99
940,Everything's Ruined,75,1,4,,03:00:00,9010917,0.99
941,Malpractice,75,1,4,,04:00:00,7900683,0.99
942,Kindergarten,75,1,4,,05:00:00,8853647,0.99
943,Be Aggressive,75,1,4,,06:00:00,7298027,0.99
944,A Small Victory,75,1,4,,07:00:00,9733572,0.99
945,Crack Hitler,75,1,4,,08:00:00,9162435,0.99
946,Jizzlobber,75,1,4,,09:00:00,12926140,0.99
947,Midnight Cowboy,75,1,4,,10:00:00,8242626,0.99
948,Easy,75,1,4,,11:00:00,6073008,0.99
949,Get Out,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",12:00:00,4524972,0.99
950,Ricochet,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",13:00:00,8808812,0.99
951,Evidence,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",14:00:00,9626136,0.99
952,The Gentle Art Of Making Enemies,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",15:00:00,6908609,0.99
953,Star A.D.,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",16:00:00,6747658,0.99
954,Cuckoo For Caca,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",17:00:00,7388369,0.99
955,Caralho Voador,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",18:00:00,8029054,0.99
956,Ugly In The Morning,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",19:00:00,6224997,0.99
957,Digging The Grave,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",20:00:00,6109259,0.99
958,Take This Bottle,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",21:00:00,9779971,0.99
959,King For A Day,76,1,1,"Mike Bordin, Billy Gould, Mike Patton, Trey Spruance",22:00:00,13163733,0.99
960,What A Day,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",23:00:00,5203430,0.99
961,The Last To Know,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",00:00:00,8736776,0.99
962,Just A Man,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",01:00:00,11031254,0.99
963,Absolute Zero,76,1,1,"Mike Bordin, Billy Gould, Mike Patton",02:00:00,5929427,0.99
964,From Out Of Nowhere,77,1,4,Faith No More,03:00:00,6587802,0.99
965,Epic,77,1,4,Faith No More,04:00:00,9631296,0.99
966,Falling To Pieces,77,1,4,Faith No More,05:00:00,10333123,0.99
967,Surprise! You're Dead!,77,1,4,Faith No More,06:00:00,4823036,0.99
968,Zombie Eaters,77,1,4,Faith No More,07:00:00,11835367,0.99
969,The Real Thing,77,1,4,Faith No More,08:00:00,16233080,0.99
970,Underwater Love,77,1,4,Faith No More,09:00:00,7634387,0.99
971,The Morning After,77,1,4,Faith No More,10:00:00,7355898,0.99
972,Woodpecker From Mars,77,1,4,Faith No More,11:00:00,11174250,0.99
973,War Pigs,77,1,4,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",12:00:00,15267802,0.99
974,Edge Of The World,77,1,4,Faith No More,13:00:00,8235607,0.99
975,Deixa Entrar,78,1,7,,14:00:00,1095012,0.99
976,Falamansa Song,78,1,7,,15:00:00,7921313,0.99
977,Xote Dos Milagres,78,1,7,,16:00:00,8897778,0.99
978,Rindo À Toa,78,1,7,,17:00:00,7365321,0.99
979,Confidência,78,1,7,,18:00:00,7460829,0.99
980,Forró De Tóquio,78,1,7,,19:00:00,5588756,0.99
981,Zeca Violeiro,78,1,7,,20:00:00,4781949,0.99
982,Avisa,78,1,7,,21:00:00,11844320,0.99
983,Principiando/Decolagem,78,1,7,,22:00:00,3923789,0.99
984,Asas,78,1,7,,23:00:00,7711669,0.99
985,Medo De Escuro,78,1,7,,00:00:00,7056323,0.99
986,Oração,78,1,7,,01:00:00,9003882,0.99
987,Minha Gata,78,1,7,,02:00:00,6039502,0.99
988,Desaforo,78,1,7,,03:00:00,5853561,0.99
989,In Your Honor,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",04:00:00,7468463,0.99
990,No Way Back,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",05:00:00,6421400,0.99
991,Best Of You,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",06:00:00,8363467,0.99
992,DOA,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",07:00:00,8232342,0.99
993,Hell,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",08:00:00,3819255,0.99
994,The Last Song,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",09:00:00,6496742,0.99
995,Free Me,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",10:00:00,9109340,0.99
996,Resolve,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",11:00:00,9416186,0.99
997,The Deepest Blues Are Black,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",12:00:00,7735473,0.99
998,End Over End,79,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",13:00:00,11395296,0.99
999,Still,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",14:00:00,10323157,0.99
1000,What If I Do?,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",15:00:00,9929799,0.99
1001,Miracle,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",16:00:00,6877994,0.99
1002,Another Round,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",17:00:00,8752670,0.99
1003,Friend Of A Friend,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",18:00:00,6355088,0.99
1004,Over And Out,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",19:00:00,10428382,0.99
1005,On The Mend,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",20:00:00,9071997,0.99
1006,Virginia Moon,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",21:00:00,7494639,0.99
1007,Cold Day In The Sun,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",22:00:00,6596617,0.99
1008,Razor,80,1,1,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",23:00:00,9721373,0.99
1009,All My Life,81,1,4,Foo Fighters,00:00:00,8665545,0.99
1010,Low,81,1,4,Foo Fighters,01:00:00,8847196,0.99
1011,Have It All,81,1,4,Foo Fighters,02:00:00,9729292,0.99
1012,Times Like These,81,1,4,Foo Fighters,03:00:00,8624691,0.99
1013,Disenchanted Lullaby,81,1,4,Foo Fighters,04:00:00,8919111,0.99
1014,Tired Of You,81,1,4,Foo Fighters,05:00:00,10094743,0.99
1015,Halo,81,1,4,Foo Fighters,06:00:00,10026371,0.99
1016,Lonely As You,81,1,4,Foo Fighters,07:00:00,9022628,0.99
1017,Overdrive,81,1,4,Foo Fighters,08:00:00,8793187,0.99
1018,Burn Away,81,1,4,Foo Fighters,09:00:00,9678073,0.99
1019,Come Back,81,1,4,Foo Fighters,10:00:00,15371980,0.99
